distance_km,duration_hours,people,days,transport_type,hotel_category,season,total_cost
2250.2,39.8,4,3,bus,budget,monsoon,23293.96
646.5,13.7,1,6,flight,comfort,summer,25640.46
2321.2,45.2,3,2,train,luxury,summer,27393.72
197.7,3.8,4,4,train,comfort,winter,34759.51
2339.4,39.6,3,4,flight,budget,winter,54179.07
911.5,17.2,3,4,road_trip,budget,autumn,21920.38
298.5,6.2,2,5,flight,budget,spring,18044.57
1240.4,24.8,2,4,train,comfort,summer,20049.67
679.1,13.7,1,5,flight,comfort,spring,20669.82
747.9,10.1,3,4,road_trip,budget,winter,21507.42
802.9,11.8,1,4,train,comfort,winter,14853.58
2017.4,27.3,2,5,road_trip,comfort,autumn,28625.7
1370.9,23.6,2,3,road_trip,comfort,monsoon,15799.3
812.7,15.2,2,2,train,luxury,winter,14362.36
1545.3,22.4,1,3,road_trip,budget,summer,7725.07
1804.6,32.9,3,3,train,luxury,autumn,41455.91
717.9,13.3,4,4,bus,budget,monsoon,24790.52
1063.2,20.5,1,6,train,budget,autumn,13389.49
348.6,7.1,1,5,train,luxury,winter,37511.35
493.8,9.4,1,6,flight,luxury,monsoon,45275.2
1718.7,30.9,5,4,bus,comfort,spring,53228.82
494.5,7.6,2,4,train,comfort,monsoon,17038.72
1336.7,28.5,2,4,flight,comfort,summer,28395.51
1787.2,34.8,1,3,train,comfort,spring,11300.56
311.8,4.5,3,2,train,budget,spring,9452.71
1439.9,29.1,5,4,train,comfort,summer,55304.33
678.6,12.3,4,14,flight,comfort,spring,146479.77
2409.2,34.0,3,3,train,comfort,winter,28892.27
1234.7,24.9,1,2,train,budget,monsoon,4492.19
2024.7,42.6,1,6,train,comfort,monsoon,23767.24
1398.1,23.5,1,3,train,luxury,summer,20926.38
156.4,2.9,2,6,flight,comfort,winter,29159.7
1601.2,25.9,1,5,road_trip,luxury,spring,38880.91
2380.9,34.4,2,10,train,budget,monsoon,34964.95
1523.9,31.0,2,4,road_trip,comfort,monsoon,21327.46
2057.0,33.0,6,5,bus,comfort,monsoon,78622.41
2216.3,36.8,3,4,flight,comfort,monsoon,56633.54
608.8,12.3,4,5,flight,comfort,autumn,55777.79
569.5,8.9,4,4,bus,comfort,summer,36182.3
1546.9,29.1,1,3,train,luxury,spring,21828.52
1057.0,17.7,4,4,flight,comfort,spring,48866.89
2107.7,44.4,2,4,flight,budget,summer,24423.42
2255.1,38.4,3,6,flight,comfort,winter,78551.09
915.9,16.9,2,5,bus,budget,summer,15524.29
630.3,9.0,10,5,train,budget,monsoon,79065.29
1962.3,42.0,2,3,flight,luxury,monsoon,35448.9
723.3,12.6,2,5,flight,budget,summer,22320.31
2065.4,35.2,6,4,train,comfort,summer,63971.03
1088.2,16.3,1,7,train,budget,spring,14514.35
1685.5,27.1,3,7,flight,budget,spring,60841.63
284.1,4.4,4,2,road_trip,comfort,autumn,16601.02
1578.5,23.1,4,6,flight,budget,autumn,65578.15
1156.8,16.3,8,2,bus,comfort,monsoon,36475.18
1487.2,27.3,8,4,train,budget,autumn,58023.05
461.6,7.6,1,4,train,budget,autumn,7671.86
1855.3,26.4,4,3,train,budget,winter,23494.36
2163.9,29.0,3,5,train,budget,summer,31607.8
581.0,8.1,3,2,train,comfort,spring,13759.11
284.5,5.1,1,3,train,budget,autumn,6180.67
107.9,2.1,3,4,bus,comfort,spring,32209.58
1622.8,27.2,10,5,bus,luxury,autumn,239530.77
1537.4,22.9,6,7,train,comfort,autumn,95651.21
1389.4,23.2,2,5,train,comfort,monsoon,27759.78
618.3,10.4,1,5,train,budget,winter,9010.19
1007.7,14.4,2,4,flight,budget,summer,18425.06
1506.5,27.0,4,2,train,luxury,summer,27214.52
1267.1,17.9,4,3,train,comfort,monsoon,30136.99
2470.1,43.2,2,4,road_trip,comfort,monsoon,25574.96
384.3,7.0,1,5,bus,comfort,summer,18627.11
1753.1,29.9,2,4,train,budget,summer,14990.23
1040.6,15.3,2,5,train,budget,winter,17605.45
1099.1,22.5,6,4,train,comfort,autumn,56109.35
1808.1,35.5,3,2,bus,comfort,winter,18329.86
1746.5,23.7,2,3,flight,comfort,summer,26729.19
2478.6,49.3,2,6,train,luxury,autumn,62431.95
364.6,5.9,1,5,bus,budget,summer,10327.77
305.1,4.9,8,7,train,budget,winter,83398.83
1824.6,30.6,2,3,train,luxury,winter,25271.06
1467.0,22.8,2,14,train,comfort,winter,67823.57
721.7,13.9,2,3,flight,comfort,autumn,18488.57
244.6,4.0,3,2,train,budget,spring,8771.63
259.9,4.6,3,14,train,budget,spring,74563.02
2240.8,34.6,4,3,train,comfort,summer,31780.81
520.1,10.6,2,5,train,budget,autumn,15189.59
842.3,13.6,2,3,bus,comfort,monsoon,12906.01
605.3,12.0,1,4,train,luxury,spring,26336.92
919.7,17.2,3,7,train,comfort,autumn,63245.27
220.1,4.3,1,3,flight,budget,autumn,6521.53
1321.7,26.2,3,5,bus,comfort,spring,38529.92
215.7,3.1,5,3,bus,budget,autumn,24566.56
2010.9,37.5,5,5,flight,budget,autumn,86021.25
622.6,8.6,2,3,train,budget,spring,8832.08
1373.0,18.5,2,3,bus,budget,winter,11151.48
2206.2,35.5,1,3,flight,luxury,summer,27078.29
1644.6,33.4,3,3,train,budget,monsoon,18685.24
1355.7,24.1,4,7,road_trip,budget,summer,51730.81
844.6,12.3,2,4,train,luxury,winter,33646.75
865.9,15.5,2,3,road_trip,budget,winter,10727.5
1690.2,35.5,4,4,road_trip,comfort,autumn,44569.09
2485.6,40.3,5,3,flight,budget,summer,71740.14
1671.5,23.8,2,5,road_trip,budget,winter,21124.98
1416.6,20.6,3,10,bus,luxury,summer,156838.36
1840.1,36.6,1,4,train,budget,winter,9347.81
1189.8,18.3,1,7,train,comfort,monsoon,29294.15
197.3,3.8,6,4,train,budget,winter,36130.55
1427.6,27.7,4,3,train,budget,summer,23662.93
2396.2,33.6,4,5,bus,budget,autumn,37426.36
479.5,9.1,1,4,train,budget,summer,7466.24
1740.5,32.9,4,5,train,budget,spring,36359.21
542.3,12.0,2,7,flight,comfort,summer,35778.78
1362.8,19.2,2,4,road_trip,comfort,monsoon,24268.62
286.9,4.2,2,7,train,budget,monsoon,20963.96
1153.4,18.1,1,6,train,budget,monsoon,13382.1
1902.6,28.2,4,4,train,luxury,winter,76361.43
901.6,18.2,3,5,flight,luxury,monsoon,83183.31
1679.0,28.6,1,3,train,comfort,summer,9832.04
1998.9,36.0,1,14,flight,luxury,autumn,126111.1
2321.6,48.6,1,5,train,budget,monsoon,12514.26
624.9,10.5,1,2,train,budget,summer,3708.94
1028.3,14.2,3,3,road_trip,comfort,winter,25056.96
423.4,9.2,4,5,train,comfort,winter,47182.8
2481.6,46.2,1,2,train,comfort,autumn,7820.45
2321.2,45.3,1,2,train,budget,autumn,5744.34
1372.9,26.3,3,4,flight,luxury,summer,71221.65
2113.0,29.2,4,3,flight,comfort,autumn,60667.57
1326.3,22.5,2,4,train,budget,autumn,14696.47
1577.8,26.7,2,3,train,comfort,winter,14398.71
268.4,4.0,3,3,train,budget,summer,15275.06
1900.4,38.3,2,5,flight,budget,autumn,30648.56
362.9,6.1,1,4,bus,budget,summer,8074.27
2073.9,35.8,4,3,flight,budget,monsoon,47777.05
1966.0,31.3,3,3,flight,budget,winter,39422.26
1786.4,23.8,3,4,train,comfort,winter,33494.12
138.6,2.0,4,2,train,budget,winter,10106.77
792.7,13.9,3,3,train,comfort,spring,24281.38
694.6,9.9,2,2,train,budget,summer,6438.1
932.3,18.6,2,6,train,budget,monsoon,19477.88
264.7,5.8,1,6,flight,luxury,autumn,50226.7
2345.5,45.9,1,6,flight,comfort,monsoon,31569.93
1406.8,25.5,3,5,road_trip,luxury,summer,86799.29
798.5,13.2,5,5,train,luxury,winter,121335.53
1022.6,16.1,8,4,flight,budget,spring,78778.03
1145.6,15.8,3,5,bus,budget,summer,25788.8
1521.5,25.2,1,2,flight,luxury,summer,16386.27
1313.4,21.9,1,5,train,luxury,autumn,42135.44
2302.5,49.5,4,6,train,comfort,monsoon,65216.3
1267.6,27.5,3,4,train,comfort,monsoon,34318.58
2480.8,40.3,3,4,train,comfort,autumn,40997.71
2136.0,36.7,4,3,bus,budget,spring,25560.33
560.9,8.0,4,5,train,comfort,winter,48101.02
2330.0,46.8,4,5,train,comfort,winter,54006.09
335.1,7.3,1,7,bus,comfort,spring,27665.73
2052.8,35.1,4,3,bus,budget,autumn,24145.58
982.5,18.8,5,6,flight,budget,summer,70200.25
2201.0,47.3,2,4,flight,budget,monsoon,28472.52
2176.7,32.6,3,7,train,budget,summer,40314.84
2024.5,41.9,2,4,train,luxury,monsoon,35625.68
1985.6,31.4,8,4,train,budget,summer,58427.05
796.5,14.9,1,4,flight,budget,autumn,10546.42
248.3,4.9,3,5,road_trip,budget,autumn,23509.24
1037.3,18.4,1,10,train,comfort,spring,36394.7
475.1,6.9,4,2,flight,comfort,summer,24659.7
1752.6,30.9,1,2,train,budget,summer,4874.8
897.9,13.3,2,10,flight,budget,spring,36369.89
2440.2,50.0,2,4,train,budget,spring,16634.99
1620.4,23.8,6,5,train,comfort,autumn,73475.27
2065.1,39.6,2,4,bus,budget,autumn,14744.29
374.7,5.7,1,2,flight,luxury,summer,12307.71
2161.9,34.9,4,6,flight,comfort,autumn,92752.03
2310.8,31.7,2,5,train,budget,autumn,20339.35
1243.3,22.0,6,3,train,comfort,summer,48007.49
1535.3,32.7,1,3,train,budget,spring,7011.93
1923.8,42.2,3,6,bus,comfort,summer,53978.97
478.4,6.9,2,2,road_trip,budget,winter,6151.34
1281.3,21.1,1,7,train,comfort,summer,26737.54
1026.7,15.0,3,3,train,comfort,winter,24537.2
408.6,7.9,3,4,bus,luxury,summer,56968.37
950.5,17.2,4,10,train,budget,winter,68709.9
217.0,4.7,2,5,flight,budget,winter,17011.6
113.2,1.5,2,4,train,comfort,summer,18308.97
381.2,5.9,2,5,bus,luxury,autumn,41183.52
2409.6,33.0,10,3,flight,luxury,monsoon,196976.27
1396.3,26.4,2,3,bus,budget,autumn,11467.06
2416.3,38.1,2,14,bus,budget,winter,47575.5
1109.6,17.0,2,6,train,comfort,summer,30994.65
813.9,14.9,3,5,bus,budget,summer,26980.03
1290.0,18.3,2,4,bus,budget,summer,13863.11
1126.8,15.3,6,2,train,budget,summer,24680.16
308.9,4.3,2,2,train,comfort,monsoon,7427.11
1620.0,24.1,5,4,train,luxury,spring,96594.68
579.3,10.9,1,6,flight,luxury,winter,51000.67
1568.0,29.3,3,4,train,budget,monsoon,23871.92
1643.0,22.2,6,6,flight,comfort,autumn,122825.13
422.5,9.3,1,2,train,luxury,spring,10036.12
200.3,3.0,8,4,road_trip,budget,spring,49138.33
1962.9,29.7,2,3,train,comfort,summer,16230.08
1176.5,18.5,6,4,train,budget,monsoon,40658.56
192.5,2.6,3,2,flight,budget,autumn,10874.34
2487.4,45.8,2,10,flight,budget,summer,50930.73
191.6,3.5,1,3,train,budget,summer,5185.1
1752.8,37.0,2,7,train,comfort,winter,36414.44
2460.0,42.2,1,4,train,budget,spring,10810.67
636.0,12.0,1,14,bus,budget,autumn,30633.18
398.5,7.2,1,4,bus,budget,spring,8368.97
347.4,5.0,2,10,flight,luxury,monsoon,88749.8
793.0,10.9,4,2,bus,comfort,winter,17923.91
297.6,5.9,1,5,bus,comfort,summer,17254.44
1745.8,31.1,1,7,train,comfort,winter,26059.17
202.6,2.8,3,3,road_trip,budget,summer,13805.8
1298.1,27.7,1,2,bus,budget,winter,4361.65
2491.9,52.2,1,4,train,comfort,summer,16970.71
2044.2,41.0,1,10,train,budget,spring,22898.62
1557.3,24.8,6,4,train,budget,spring,43541.81
800.3,16.2,4,4,train,comfort,spring,35964.27
1578.5,21.3,2,3,bus,budget,spring,11490.67
1341.3,23.0,3,2,flight,budget,winter,26204.29
1093.9,18.2,2,6,bus,comfort,summer,29918.06
370.2,7.1,3,2,bus,budget,spring,8673.48
2222.2,37.6,3,5,flight,comfort,winter,70593.0
1152.0,17.8,3,7,flight,comfort,summer,77336.0
526.8,7.8,2,3,train,comfort,winter,14275.33
951.0,14.1,1,5,train,comfort,spring,18189.14
1064.6,17.1,2,2,flight,budget,monsoon,14246.96
2077.5,28.8,5,5,train,budget,winter,48251.07
1847.4,26.6,3,3,train,budget,spring,18549.45
1934.8,28.6,4,5,road_trip,budget,autumn,45062.08
77.0,1.7,10,3,flight,luxury,summer,112832.76
1069.6,23.7,1,4,train,comfort,spring,15518.72
1229.3,23.9,3,4,flight,budget,autumn,32001.44
97.0,1.5,3,3,bus,budget,winter,13823.02
686.5,12.0,8,5,train,budget,winter,64848.85
1912.7,33.5,10,3,train,budget,autumn,58979.2
385.9,5.4,3,5,road_trip,budget,autumn,27738.85
1361.5,18.9,2,3,train,comfort,summer,14910.01
577.2,8.0,4,5,train,luxury,winter,85843.78
79.7,1.5,1,3,flight,comfort,autumn,9321.02
640.9,9.8,4,4,bus,budget,monsoon,23352.4
2440.9,45.9,6,3,train,budget,monsoon,42254.71
2013.8,39.7,2,5,train,comfort,autumn,27236.92
2401.0,47.5,3,3,train,comfort,summer,29620.43
1245.2,22.5,2,7,road_trip,comfort,winter,36222.91
318.9,5.5,2,7,train,luxury,monsoon,61871.07
1392.5,19.9,2,3,flight,comfort,autumn,25303.64
1163.2,23.9,4,5,road_trip,comfort,autumn,50714.59
2118.7,31.6,6,2,train,budget,spring,29795.18
290.3,4.8,6,4,road_trip,comfort,autumn,55113.49
1246.2,23.2,1,5,road_trip,budget,summer,11560.93
417.6,7.0,5,5,road_trip,budget,monsoon,38268.8
845.5,15.7,4,5,train,comfort,spring,48291.03
1856.5,29.5,2,3,flight,budget,monsoon,24491.77
1216.2,21.0,1,4,bus,budget,monsoon,8694.02
970.9,19.4,2,3,road_trip,budget,summer,10581.02
1016.5,21.0,6,5,train,budget,autumn,52701.92
1175.6,19.1,3,4,bus,budget,summer,23759.23
1973.3,27.4,4,5,train,budget,autumn,37078.36
2235.6,40.4,2,3,train,budget,spring,14522.65
2390.6,35.7,4,3,train,budget,summer,25610.29
1977.9,30.5,1,3,bus,luxury,summer,19035.99
822.7,11.3,2,2,flight,budget,winter,11306.69
1735.9,24.9,3,3,flight,budget,summer,35654.44
1122.1,18.1,1,6,road_trip,comfort,winter,21508.49
673.9,10.4,4,7,train,luxury,autumn,121250.66
2110.1,29.3,2,4,flight,comfort,autumn,40049.62
144.1,2.5,3,4,train,budget,autumn,17641.35
2259.3,41.2,2,2,train,comfort,winter,11643.04
1180.6,26.0,3,7,flight,comfort,autumn,69432.46
1611.1,23.1,1,2,road_trip,comfort,monsoon,7727.31
1665.4,24.1,1,10,flight,comfort,summer,44506.27
2243.0,46.6,6,4,bus,luxury,winter,102243.83
1609.8,25.8,2,3,train,luxury,autumn,24647.51
1554.1,26.4,4,7,train,comfort,monsoon,74112.62
213.3,4.4,10,2,flight,budget,summer,36310.71
1320.1,17.7,2,4,train,comfort,summer,19818.31
417.9,8.1,2,4,train,comfort,autumn,18124.65
1856.7,39.5,3,3,flight,budget,monsoon,37595.69
1304.9,20.8,8,4,train,luxury,winter,127112.13
1716.6,25.6,6,5,train,budget,autumn,53815.38
152.1,3.3,2,5,flight,comfort,summer,22981.67
257.7,4.0,4,2,flight,luxury,summer,28840.38
1805.0,29.6,1,10,road_trip,budget,summer,25415.36
226.6,4.7,8,3,flight,comfort,autumn,53837.66
224.6,4.5,8,3,train,budget,spring,36576.36
79.7,1.3,1,3,road_trip,budget,spring,4992.73
2393.4,44.4,2,2,bus,budget,spring,9643.31
1856.9,25.4,1,3,train,budget,monsoon,7387.39
915.5,13.2,2,14,train,budget,autumn,40933.53
776.5,10.4,4,3,flight,luxury,summer,53340.5
906.8,17.2,2,3,flight,luxury,monsoon,27578.44
1947.9,26.3,1,3,bus,budget,spring,6634.93
1670.4,28.8,2,5,bus,comfort,winter,22077.76
503.7,9.1,10,7,flight,budget,monsoon,122375.24
476.6,10.2,3,3,road_trip,budget,monsoon,15712.03
291.1,6.2,2,2,flight,budget,autumn,7409.76
1667.7,25.4,1,3,train,luxury,monsoon,21061.11
1922.7,32.7,10,2,bus,luxury,autumn,68876.26
699.4,13.5,4,3,train,budget,winter,18909.92
101.3,1.6,2,4,bus,budget,summer,12850.73
251.3,4.8,1,3,road_trip,budget,summer,5928.96
2421.3,38.8,1,4,flight,comfort,spring,24621.02
773.8,13.9,1,3,flight,comfort,spring,11864.75
1934.6,27.8,3,10,flight,budget,winter,73746.41
1580.4,22.7,6,7,train,comfort,summer,95519.52
985.8,16.6,2,4,train,budget,spring,13760.01
553.9,10.0,4,4,flight,luxury,monsoon,76298.58
347.4,6.2,2,4,bus,comfort,autumn,16565.38
1556.8,22.5,4,4,flight,budget,spring,45740.51
1947.9,35.5,4,5,train,comfort,winter,53085.4
1627.6,31.7,1,4,flight,comfort,summer,20390.88
1349.2,28.4,2,7,bus,budget,winter,22438.85
152.8,2.6,3,10,flight,budget,autumn,49904.05
2422.8,40.7,1,3,flight,luxury,autumn,27474.05
2006.8,28.6,2,4,bus,budget,winter,14976.21
767.4,14.9,2,2,flight,budget,spring,11781.73
2450.9,43.4,10,3,train,comfort,spring,87244.6
1524.6,22.0,2,4,road_trip,comfort,summer,22221.55
1476.9,21.2,4,3,train,comfort,summer,27998.19
1882.8,33.3,2,7,road_trip,luxury,monsoon,69384.48
2038.8,34.7,4,3,train,comfort,monsoon,33085.65
1658.4,30.7,3,4,train,budget,summer,23547.09
363.8,5.0,5,5,road_trip,comfort,monsoon,66074.89
878.8,18.1,2,5,train,comfort,winter,23210.85
2323.8,31.8,3,4,bus,budget,spring,24698.39
600.3,9.2,3,7,bus,budget,monsoon,36254.86
961.8,15.8,2,4,road_trip,budget,monsoon,13979.21
1108.6,24.1,1,4,road_trip,comfort,winter,14026.93
1126.5,19.0,1,2,train,luxury,autumn,9950.03
1551.7,27.1,1,4,bus,comfort,summer,15205.61
2360.5,47.4,5,6,train,luxury,winter,158236.44
639.7,9.9,2,5,train,budget,autumn,15655.13
347.7,4.7,2,6,bus,luxury,winter,48094.47
533.8,8.6,4,4,train,comfort,spring,36710.97
2223.0,33.5,2,3,flight,budget,winter,26236.85
1632.2,34.7,2,2,flight,luxury,winter,24551.38
750.5,13.0,1,3,flight,budget,spring,8370.45
2049.1,42.3,8,5,road_trip,luxury,summer,193493.34
2160.4,34.1,5,6,train,luxury,autumn,171152.12
2124.0,29.0,5,3,flight,comfort,monsoon,80259.31
2301.4,35.5,2,4,road_trip,comfort,summer,26097.67
668.0,14.1,4,4,flight,budget,winter,35479.29
1899.9,34.1,1,4,train,comfort,monsoon,14898.11
1178.3,19.2,1,3,flight,budget,spring,10035.32
2112.9,37.0,1,3,train,comfort,summer,11050.51
1834.8,26.2,3,3,train,comfort,autumn,26470.59
1952.3,28.1,2,2,bus,luxury,summer,14981.56
1657.6,26.2,2,3,flight,budget,summer,21246.75
484.7,8.6,1,2,road_trip,comfort,monsoon,5990.37
1385.3,26.3,2,5,bus,luxury,spring,44269.9
2462.4,51.1,4,3,flight,comfort,spring,61286.88
2346.6,42.2,2,10,train,budget,summer,34416.96
155.8,2.7,4,3,train,budget,spring,16631.18
453.8,7.0,2,3,train,budget,monsoon,8428.53
372.7,5.8,4,4,road_trip,comfort,monsoon,35519.74
1828.7,38.8,3,2,train,comfort,autumn,18926.53
2053.6,36.1,2,6,train,luxury,spring,57280.92
573.1,11.4,2,2,flight,budget,autumn,9014.62
1289.3,25.9,3,10,train,budget,winter,55637.94
2109.7,30.2,4,7,train,comfort,monsoon,68821.93
1845.4,39.9,2,4,flight,comfort,summer,32044.61
1378.5,23.9,2,4,train,luxury,monsoon,33867.06
1496.4,29.9,5,5,train,comfort,winter,73028.95
1295.5,18.1,3,4,train,budget,summer,22675.41
779.0,12.6,2,5,bus,comfort,spring,22574.6
1434.3,27.6,2,2,flight,luxury,spring,22248.25
1737.8,28.9,2,2,train,comfort,monsoon,10914.0
2189.6,32.7,3,4,flight,budget,summer,44725.74
1608.9,21.8,2,4,train,budget,summer,14438.41
1914.7,37.1,10,7,road_trip,budget,autumn,141603.81
442.2,6.2,2,3,train,comfort,winter,13357.05
1180.8,16.2,2,6,flight,budget,spring,29486.46
72.9,1.0,3,3,road_trip,budget,monsoon,13023.03
654.4,10.2,6,4,bus,budget,summer,36006.17
1829.8,28.6,4,3,train,comfort,spring,32547.46
2479.9,43.4,2,4,train,budget,monsoon,18170.54
293.0,4.3,4,3,bus,comfort,spring,24307.31
1033.7,17.0,3,4,train,budget,monsoon,22053.35
2010.2,30.8,2,6,bus,budget,spring,22621.11
549.9,9.5,1,4,bus,comfort,autumn,13957.14
1410.0,21.1,2,4,bus,budget,winter,14586.75
1846.0,26.5,2,6,train,budget,spring,23561.76
1559.2,31.6,6,5,bus,budget,winter,52551.42
510.7,7.3,2,4,flight,luxury,spring,36098.53
920.7,15.0,8,3,bus,comfort,summer,57455.12
1970.3,28.0,2,7,train,budget,autumn,23711.65
1407.9,24.3,3,4,train,budget,autumn,21523.9
62.8,1.1,2,3,train,luxury,winter,21608.03
1914.4,26.4,1,3,train,comfort,summer,11000.93
136.5,2.6,2,6,flight,budget,monsoon,19522.97
1877.0,26.7,1,2,road_trip,comfort,autumn,8421.27
546.1,9.2,3,14,train,comfort,summer,131370.8
2397.3,39.7,2,3,bus,comfort,summer,15654.17
951.5,17.5,4,6,train,comfort,winter,61940.25
851.0,13.7,2,4,train,budget,summer,11569.67
414.8,7.6,1,4,train,budget,summer,7416.46
798.7,17.3,2,7,train,luxury,monsoon,63812.63
2197.8,41.3,6,4,road_trip,comfort,winter,72157.59
2491.0,55.1,4,4,train,budget,winter,32682.76
952.4,12.8,2,2,flight,luxury,summer,19704.9
1149.1,15.5,2,2,flight,luxury,monsoon,22763.41
1819.1,32.0,1,3,road_trip,luxury,spring,19472.45
2221.2,33.2,10,5,train,luxury,autumn,242164.04
1503.0,27.1,3,3,train,luxury,winter,47632.58
1009.2,15.5,2,3,train,budget,monsoon,10060.06
1060.9,15.3,3,4,train,comfort,monsoon,32916.23
1754.3,23.9,1,5,train,comfort,summer,19364.79
57.9,1.0,8,5,road_trip,budget,autumn,55910.79
1568.0,22.9,1,3,flight,budget,winter,12039.61
921.0,17.4,3,2,flight,luxury,spring,33685.56
1995.8,26.7,2,10,flight,budget,summer,42946.72
277.8,6.1,4,3,train,luxury,winter,41805.83
1491.1,23.6,4,7,train,budget,winter,44742.51
1228.4,19.0,3,7,road_trip,budget,monsoon,41050.73
1623.7,24.7,3,6,bus,comfort,autumn,56070.95
208.9,4.3,5,3,road_trip,budget,spring,21979.02
1471.0,20.1,1,6,bus,comfort,autumn,24096.69
1425.6,28.3,2,6,train,comfort,monsoon,29124.4
1423.6,22.4,2,4,train,budget,spring,14846.92
1528.5,29.6,10,3,train,budget,spring,56500.9
1707.3,31.5,2,3,train,budget,summer,11594.32
2022.2,32.9,4,3,train,budget,spring,26531.43
711.1,12.4,3,4,flight,comfort,winter,43095.36
2071.4,41.6,2,4,flight,budget,autumn,25822.86
1270.7,25.3,2,4,road_trip,budget,autumn,15985.65
238.8,4.1,2,4,bus,comfort,summer,17810.24
193.4,2.9,2,4,road_trip,budget,spring,12247.78
868.9,12.1,2,5,train,budget,monsoon,15045.52
1973.0,41.5,1,7,train,budget,winter,15151.74
1783.8,31.4,5,3,flight,luxury,summer,95203.05
1982.1,41.3,8,4,train,luxury,spring,142949.37
1317.3,29.0,2,3,train,comfort,monsoon,14448.66
1128.5,17.4,2,5,train,budget,spring,16511.61
411.3,6.5,1,5,train,budget,summer,10417.75
854.1,17.1,3,10,flight,comfort,monsoon,106783.85
1113.3,21.4,4,3,train,comfort,monsoon,30203.32
267.1,5.8,1,10,flight,luxury,monsoon,84294.59
590.5,8.4,1,2,flight,budget,monsoon,5529.36
1515.7,20.4,4,5,train,budget,spring,33698.34
1852.4,37.8,3,2,train,comfort,monsoon,17916.01
2496.0,48.1,1,7,train,comfort,spring,28512.76
2336.1,32.9,3,4,train,comfort,monsoon,36087.02
1624.3,22.3,2,5,bus,comfort,monsoon,26420.78
1082.1,18.8,2,6,bus,luxury,summer,56441.12
1608.6,34.6,4,3,flight,comfort,spring,51538.61
1974.8,42.8,4,2,train,luxury,spring,33617.84
339.9,5.5,2,7,flight,luxury,autumn,66759.22
1054.3,18.6,6,3,flight,comfort,summer,59615.23
2107.5,46.0,2,3,flight,budget,spring,23561.09
990.4,15.8,4,4,flight,budget,summer,38064.52
1451.1,32.0,2,4,flight,comfort,summer,29530.03
1490.0,21.7,5,2,flight,comfort,summer,47377.04
502.0,9.3,6,3,bus,luxury,winter,71508.68
937.5,20.3,1,2,train,budget,spring,4533.77
869.6,13.9,6,4,bus,budget,summer,38901.91
114.2,2.0,4,7,train,comfort,winter,62286.9
109.3,1.5,4,14,train,budget,winter,86944.64
2087.7,34.0,2,5,road_trip,budget,monsoon,20344.25
719.0,13.5,4,3,road_trip,budget,monsoon,22294.72
1319.3,19.9,5,7,train,comfort,spring,96970.87
781.9,14.7,2,4,train,budget,monsoon,13389.94
2354.7,32.6,8,3,train,luxury,spring,110697.54
685.3,12.2,1,7,flight,budget,winter,17178.12
1102.7,17.9,1,6,bus,luxury,winter,49831.14
2188.2,47.0,2,5,road_trip,comfort,spring,30004.93
2112.7,36.6,3,5,flight,budget,monsoon,49200.66
505.9,7.2,3,3,train,budget,monsoon,13440.92
2016.5,29.2,1,3,flight,budget,spring,12152.49
1172.6,22.7,8,5,train,comfort,autumn,102763.0
1233.3,23.8,1,3,road_trip,budget,monsoon,7279.03
377.0,5.4,1,4,road_trip,budget,summer,7713.12
247.5,3.4,1,6,flight,comfort,monsoon,21472.91
1833.5,38.3,3,6,train,budget,autumn,36452.63
1266.3,21.6,6,4,train,budget,winter,39894.43
1120.3,20.3,3,6,train,comfort,winter,57101.63
1837.3,25.8,4,6,bus,luxury,winter,120451.39
1925.5,40.5,1,5,flight,budget,monsoon,16843.42
439.3,8.6,2,3,train,budget,winter,9370.16
1545.1,22.9,2,3,flight,luxury,autumn,35032.6
381.6,8.2,2,3,bus,budget,autumn,8389.27
1890.9,31.6,1,3,train,luxury,monsoon,19521.95
1659.5,28.5,3,3,road_trip,budget,summer,21679.95
2393.7,43.5,2,3,road_trip,luxury,monsoon,27762.97
218.9,3.9,4,4,road_trip,budget,winter,25192.28
189.8,3.1,2,7,train,luxury,monsoon,59772.82
741.4,14.9,1,3,train,budget,autumn,5725.64
