distance_km,people,days,transport_type,ranking_mode,user_budget,price,duration_hours,comfort_rating,transport_score
167.1,3,2,bike,comfort,16694.47,802.02,3.5,3.8,64.73
2326.8,2,3,central_bus,comfort,24016.23,4420.87,58.7,3.5,59.39
2124.6,2,7,bike,budget,11676.21,6798.63,39.1,3.8,49.28
2228.8,1,4,train,budget,25380.39,2563.09,34.8,4.3,74.53
2387.9,2,3,flight,balanced,62595.32,21013.8,8.3,4.7,81.53
442.1,3,2,train,balanced,68969.33,1525.35,7.3,4.3,71.28
969.1,6,2,train,budget,63416.95,6686.75,15.4,4.3,75.86
1827.0,1,3,intercity_bus,comfort,52329.93,2649.19,37.0,4.1,70.61
1679.6,5,6,train,balanced,43547.49,9657.52,26.3,4.3,62.53
394.7,2,4,train,fastest,58152.82,907.89,6.6,4.3,46.28
1963.5,2,5,train,fastest,34312.52,4516.11,30.7,4.3,42.41
561.9,2,7,train,fastest,68098.13,1292.43,9.1,4.3,47.11
560.4,1,4,flight,balanced,55789.26,2465.97,3.1,4.7,96.9
1302.6,1,3,intercity_bus,budget,57335.35,1888.81,26.6,4.1,76.49
1435.3,3,4,train,budget,45195.2,4951.67,22.6,4.3,78.05
1404.8,2,7,train,budget,71392.17,3231.05,22.1,4.3,77.67
246.8,5,6,train,balanced,23901.11,1419.24,4.3,4.3,69.61
2109.6,2,2,central_bus,balanced,33586.07,4008.21,53.2,3.5,60.71
659.5,1,5,train,fastest,63323.19,758.39,10.6,4.3,48.05
337.0,3,4,flight,balanced,41956.17,4447.74,2.5,4.7,90.42
2136.3,2,7,train,fastest,71691.05,4913.57,33.4,4.3,48.1
2294.9,2,2,train,fastest,30979.95,5278.26,35.8,4.3,47.13
2073.2,3,4,taxi,budget,32699.76,23634.96,35.1,4.8,46.93
1948.6,5,6,flight,balanced,71655.18,42868.17,7.1,4.7,74.63
1582.9,4,4,train,budget,39827.77,7281.45,24.9,4.3,71.41
1335.5,3,4,taxi,budget,43709.34,15225.06,22.8,4.8,64.46
236.2,3,2,intercity_bus,balanced,29957.28,1027.29,5.2,4.1,69.05
998.0,6,3,taxi,balanced,25750.25,22755.18,17.1,4.8,40.32
913.3,2,3,central_bus,comfort,54196.15,1735.22,23.3,3.5,58.79
645.6,1,7,central_bus,fastest,13988.05,613.34,16.6,3.5,41.94
1744.5,2,3,bike,comfort,70945.45,5582.42,32.2,3.8,65.22
1205.2,1,4,train,fastest,63440.24,1386.01,19.0,4.3,46.67
222.1,3,5,central_bus,fastest,19306.12,632.93,6.1,3.5,42.68
551.8,3,3,intercity_bus,fastest,57051.5,2400.48,11.5,4.1,44.28
1649.3,2,4,train,budget,50197.47,3793.44,25.9,4.3,74.56
210.4,1,5,train,budget,18840.13,241.99,3.7,4.3,76.77
2047.4,3,6,train,balanced,25490.26,7063.39,32.0,4.3,60.08
1203.5,2,4,central_bus,fastest,35673.99,2286.64,30.6,3.5,44.81
1169.0,3,5,central_bus,fastest,57443.21,3331.62,29.7,3.5,42.36
1434.0,2,2,central_bus,fastest,52904.26,2724.61,36.4,3.5,41.63
1984.5,2,7,train,budget,44917.61,4564.34,31.0,4.3,74.96
854.3,1,2,intercity_bus,balanced,62630.79,1238.75,17.6,4.1,68.52
1636.9,1,5,car,budget,61845.33,3601.18,27.8,4.5,79.27
1370.8,4,3,intercity_bus,comfort,51339.44,7950.55,27.9,4.1,65.91
662.9,5,7,central_bus,comfort,64024.26,3148.57,17.1,3.5,62.98
2112.4,3,5,flight,comfort,30069.75,27883.06,7.5,4.7,81.37
1919.9,1,5,flight,balanced,71093.71,8447.56,7.0,4.7,95.85
1590.5,2,3,intercity_bus,comfort,51118.26,4612.54,32.3,4.1,68.73
2045.9,3,4,taxi,balanced,66677.26,23323.02,34.6,4.8,62.17
2085.5,4,4,intercity_bus,budget,45970.93,12095.83,42.2,4.1,65.02
1708.8,1,5,taxi,budget,21382.87,6493.52,29.0,4.8,67.43
2013.7,1,2,train,balanced,45680.76,2315.78,31.5,4.3,69.23
1683.0,3,7,train,budget,32833.37,5806.38,26.4,4.3,71.64
1641.9,2,6,train,budget,57312.43,3776.45,25.8,4.3,79.47
1496.1,2,3,flight,balanced,40684.53,13165.76,5.8,4.7,84.21
1813.9,1,6,intercity_bus,comfort,67708.46,2630.21,36.8,4.1,68.69
405.9,2,4,train,balanced,55855.44,933.56,6.7,4.3,71.54
2117.7,4,4,train,fastest,56340.83,9741.25,33.1,4.3,46.79
2096.3,6,3,car,budget,21286.65,27670.75,35.4,4.5,29.75
99.3,2,4,taxi,balanced,78818.73,754.8,2.2,4.8,75.34
1987.2,2,5,central_bus,budget,68125.64,3775.65,50.2,3.5,72.57
335.4,1,4,central_bus,comfort,64175.37,318.65,8.9,3.5,64.97
824.2,2,4,intercity_bus,budget,29766.14,2390.27,17.0,4.1,76.86
1792.1,2,5,intercity_bus,balanced,45172.37,5197.13,36.3,4.1,68.41
411.0,3,5,car,comfort,15282.74,2712.61,7.4,4.5,68.24
1968.6,2,2,train,comfort,45385.7,4527.74,30.8,4.3,69.04
2002.2,1,6,intercity_bus,comfort,15941.69,2903.13,40.5,4.1,68.48
1232.7,1,4,train,fastest,46477.84,1417.6,19.5,4.3,44.62
45.1,2,3,intercity_bus,balanced,53654.14,130.89,1.4,4.1,67.09
710.3,1,3,intercity_bus,balanced,34264.7,1029.91,14.7,4.1,67.8
1492.1,1,4,intercity_bus,comfort,42390.87,2163.57,30.3,4.1,68.49
2355.4,8,6,train,budget,70674.0,21669.78,36.7,4.3,67.37
1527.4,2,3,intercity_bus,comfort,13142.24,4429.45,31.0,4.1,63.64
645.7,2,5,train,fastest,64379.97,1485.19,10.4,4.3,46.6
1532.6,5,2,train,comfort,17806.59,8812.41,24.1,4.3,64.89
1309.8,8,4,train,balanced,7753.1,12049.84,20.7,4.3,37.18
1878.2,2,10,flight,comfort,18918.1,16528.46,6.9,4.7,83.36
283.5,4,5,intercity_bus,budget,62378.24,1644.56,6.2,4.1,77.47
1833.6,2,3,central_bus,balanced,35384.46,3483.91,46.3,3.5,60.55
1312.8,2,4,flight,budget,70439.04,11552.66,5.3,4.7,87.82
2312.3,2,3,central_bus,comfort,44353.07,4393.35,58.3,3.5,63.5
840.2,3,4,intercity_bus,balanced,6668.78,3655.03,17.3,4.1,50.69
1529.3,3,5,intercity_bus,fastest,58753.52,6652.52,31.1,4.1,43.16
2238.9,2,5,intercity_bus,balanced,13267.47,6492.83,45.3,4.1,54.14
272.9,1,3,central_bus,budget,64203.47,259.3,7.3,3.5,75.39
2251.2,3,7,intercity_bus,balanced,17607.69,9792.86,45.5,4.1,49.78
1660.3,1,4,taxi,fastest,30908.48,6309.1,28.2,4.8,46.05
190.8,2,3,taxi,fastest,62095.36,1449.88,3.7,4.8,46.99
743.3,3,4,train,fastest,76567.35,2564.33,11.9,4.3,47.56
1708.4,3,4,train,fastest,32857.55,5893.87,26.8,4.3,45.67
189.6,4,4,central_bus,budget,67205.02,720.56,5.2,3.5,74.65
1409.7,5,4,train,balanced,19309.42,8106.03,22.2,4.3,57.05
849.7,2,4,train,comfort,65538.48,1954.41,13.6,4.3,69.4
1501.6,3,3,taxi,fastest,54312.05,17117.9,25.5,4.8,44.98
138.4,3,6,train,comfort,19455.76,477.51,2.6,4.3,73.54
2095.5,1,4,car,comfort,27687.8,4610.19,35.4,4.5,70.37
2337.2,1,2,flight,balanced,14882.82,10283.54,8.2,4.7,71.16
2326.2,2,5,flight,comfort,33722.53,20470.92,8.1,4.7,86.5
1806.7,2,7,train,comfort,20273.65,4155.35,28.3,4.3,67.52
338.3,3,7,train,budget,53299.85,1167.15,5.7,4.3,80.11
1827.1,4,3,intercity_bus,comfort,79587.88,10597.09,37.0,4.1,66.75
88.3,1,2,train,balanced,5900.69,101.51,1.9,4.3,73.43
82.4,1,4,train,comfort,45568.99,94.8,1.8,4.3,73.56
797.0,6,2,train,balanced,48024.99,5499.0,12.8,4.3,67.23
1188.1,1,7,train,fastest,73565.66,1366.3,18.8,4.3,48.63
1855.9,2,3,train,comfort,42950.4,4268.49,29.1,4.3,69.76
1649.4,2,3,flight,comfort,45777.61,14514.81,6.2,4.7,91.09
1086.8,2,4,train,comfort,40373.96,2499.62,17.2,4.3,70.37
678.5,1,3,train,fastest,25167.82,780.27,10.9,4.3,48.58
2393.2,1,5,central_bus,budget,9202.18,2273.53,60.3,3.5,67.08
1040.0,1,4,bike,comfort,35649.33,1664.08,19.4,3.8,67.13
1099.8,2,3,train,balanced,8944.36,2529.51,17.4,4.3,62.96
417.8,2,3,train,budget,46286.94,960.91,6.9,4.3,80.66
1913.7,1,4,central_bus,budget,28047.02,1818.01,48.3,3.5,74.87
1674.0,3,2,car,budget,45020.18,11048.58,28.4,4.5,66.45
553.2,4,4,flight,comfort,15072.27,9736.74,3.1,4.7,88.66
225.2,1,4,central_bus,fastest,74947.25,213.98,6.1,3.5,44.54
1642.8,2,5,train,fastest,72089.09,3778.4,25.8,4.3,46.87
1581.2,3,7,intercity_bus,comfort,19249.74,6878.18,32.1,4.1,63.06
677.6,2,7,train,balanced,30758.32,1558.54,10.9,4.3,70.62
2283.5,2,7,central_bus,balanced,51011.96,4338.74,57.6,3.5,64.78
388.0,3,3,flight,balanced,12176.47,5121.7,2.6,4.7,82.08
1054.6,5,2,bike,comfort,31592.59,8437.07,19.7,3.8,60.75
2266.4,4,3,train,fastest,23833.42,10425.3,35.4,4.3,43.83
1024.8,2,6,train,comfort,73663.75,2356.93,16.3,4.3,72.19
1543.3,3,10,intercity_bus,fastest,68938.3,6713.38,31.4,4.1,44.89
972.3,2,6,flight,budget,48487.46,8556.23,4.3,4.7,89.1
679.9,3,2,flight,comfort,44025.98,8974.55,3.4,4.7,92.34
2362.0,2,7,train,fastest,74804.43,5432.66,36.8,4.3,48.51
1000.1,1,4,train,budget,74932.08,1150.14,15.9,4.3,79.65
2149.0,3,2,intercity_bus,budget,77699.76,9348.22,43.5,4.1,72.34
575.0,2,4,train,comfort,14403.42,1322.48,9.3,4.3,70.19
535.1,2,2,taxi,fastest,17041.84,4066.44,9.4,4.8,42.88
103.8,5,4,intercity_bus,budget,55755.25,752.46,2.6,4.1,78.11
1574.5,1,3,flight,comfort,45607.59,6927.58,6.0,4.7,94.55
903.4,2,4,central_bus,budget,6384.94,1716.47,23.1,3.5,64.36
2078.5,1,4,flight,balanced,9648.13,9145.53,7.4,4.7,66.21
1151.5,4,6,train,comfort,71606.03,5296.93,18.2,4.3,70.34
2324.6,3,5,taxi,budget,70165.31,26500.65,39.2,4.8,62.88
469.7,2,4,train,comfort,31795.32,1080.3,7.7,4.3,72.52
2088.6,3,6,intercity_bus,comfort,71828.8,9085.57,42.3,4.1,70.59
1870.5,2,7,train,fastest,49525.63,4302.23,29.3,4.3,47.09
1857.1,4,2,intercity_bus,fastest,65442.92,10771.09,37.6,4.1,41.56
2032.1,2,4,train,budget,37057.33,4673.91,31.8,4.3,75.28
1833.6,2,3,train,comfort,13504.87,4217.34,28.7,4.3,69.96
1514.1,6,2,bike,comfort,37529.53,14535.76,28.0,3.8,60.34
341.1,2,5,train,balanced,39297.48,784.42,5.7,4.3,72.03
107.1,1,6,flight,comfort,46320.81,471.18,1.8,4.7,97.49
2212.4,2,3,bike,fastest,12918.7,7079.71,40.7,3.8,41.07
1491.5,6,6,train,comfort,79355.14,10291.08,23.4,4.3,70.09
1917.8,2,6,central_bus,fastest,23310.26,3643.81,48.4,3.5,39.25
1171.2,1,7,train,balanced,19891.43,1346.89,18.5,4.3,68.98
308.0,2,3,train,budget,44510.22,708.45,5.2,4.3,80.21
326.7,2,7,intercity_bus,fastest,45290.61,947.4,7.0,4.1,45.92
1654.8,1,3,car,budget,37986.56,3640.54,28.1,4.5,76.14
1049.8,3,4,train,budget,62891.91,3621.9,16.7,4.3,76.87
505.2,8,2,central_bus,budget,43749.08,3839.85,13.1,3.5,73.73
1195.1,2,2,intercity_bus,budget,50727.16,3465.73,24.4,4.1,76.93
182.2,2,5,taxi,fastest,59280.98,1384.53,3.5,4.8,48.22
1409.3,2,4,train,balanced,6876.88,3241.33,22.2,4.3,53.72
667.5,1,3,central_bus,comfort,47798.31,634.14,17.2,3.5,62.39
1920.2,5,3,central_bus,fastest,71314.59,9121.02,48.5,3.5,42.0
765.6,2,5,central_bus,balanced,6304.16,1454.56,19.6,3.5,56.78
1108.9,2,2,car,comfort,35388.66,4879.04,19.0,4.5,68.08
57.5,3,6,taxi,budget,74467.06,655.96,1.5,4.8,82.85
201.7,2,2,train,comfort,31486.58,463.91,3.6,4.3,72.39
960.2,3,3,intercity_bus,comfort,39404.66,4176.91,19.7,4.1,68.29
1167.5,1,3,intercity_bus,balanced,78615.6,1692.81,23.8,4.1,67.22
1452.0,4,4,train,comfort,19949.29,6679.42,22.8,4.3,67.93
721.2,6,3,intercity_bus,budget,9894.14,6274.79,14.9,4.1,47.76
1677.1,3,3,intercity_bus,fastest,69456.69,7295.42,34.0,4.1,41.34
2068.5,6,7,intercity_bus,fastest,70134.9,17995.86,41.9,4.1,44.34
1878.2,1,4,bike,balanced,40405.84,3005.19,34.6,3.8,66.75
123.9,2,2,train,budget,43565.54,284.96,2.4,4.3,79.39
1168.8,3,4,car,budget,67685.48,7714.09,20.0,4.5,74.16
278.7,2,6,intercity_bus,comfort,60391.96,808.19,6.1,4.1,65.75
603.6,2,3,central_bus,balanced,24886.18,1146.93,15.6,3.5,66.21
2368.4,2,2,taxi,budget,6267.0,17999.77,40.0,4.8,31.42
367.7,1,5,intercity_bus,budget,40977.51,533.19,7.9,4.1,78.12
1212.4,2,4,intercity_bus,budget,69418.42,3515.86,24.7,4.1,78.44
1495.0,1,4,intercity_bus,fastest,72187.6,2167.79,30.4,4.1,42.4
1694.8,3,2,intercity_bus,fastest,76716.96,7372.56,34.4,4.1,42.92
1356.4,1,2,car,fastest,70967.24,2984.01,23.1,4.5,45.59
53.2,1,4,taxi,comfort,48503.27,202.0,1.4,4.8,75.51
803.7,2,3,train,comfort,38345.42,1848.54,12.9,4.3,71.22
1257.0,2,4,train,comfort,63113.74,2891.05,19.8,4.3,71.8
238.2,5,4,intercity_bus,budget,60486.62,1727.27,5.3,4.1,77.11
861.0,2,3,train,fastest,45360.76,1980.27,13.7,4.3,45.99
108.7,2,7,central_bus,budget,11549.55,206.51,3.2,3.5,78.92
216.2,4,6,train,budget,74456.1,994.66,3.8,4.3,83.26
970.7,2,5,intercity_bus,balanced,39170.19,2815.05,19.9,4.1,67.29
344.5,1,2,train,budget,32250.03,396.22,5.8,4.3,78.56
1375.1,2,2,train,comfort,52217.55,3162.67,21.7,4.3,73.15
1664.0,5,4,central_bus,fastest,55537.85,7904.15,42.1,3.5,38.26
1927.4,2,3,intercity_bus,fastest,20801.59,5589.43,39.0,4.1,41.58
504.4,2,10,bike,budget,67770.41,1613.94,9.7,3.8,76.51
426.9,1,3,taxi,comfort,26745.28,1622.35,7.6,4.8,73.34
277.8,1,4,intercity_bus,comfort,19001.29,402.85,6.1,4.1,68.23
1538.3,2,3,train,comfort,35479.99,3538.18,24.2,4.3,69.05
1704.3,2,4,taxi,fastest,59792.01,12953.04,28.9,4.8,45.74
104.9,1,2,car,comfort,77409.36,230.69,2.2,4.5,73.28
2248.8,6,4,taxi,comfort,65696.09,51273.16,38.0,4.8,63.35
153.2,4,3,train,budget,75526.13,704.59,2.9,4.3,79.29
1312.9,2,6,bike,balanced,15545.44,4201.19,24.4,3.8,59.31
1710.5,4,2,train,comfort,10338.26,7868.18,26.8,4.3,61.64
2094.2,1,7,flight,budget,46827.86,9214.47,7.5,4.7,87.34
1722.4,2,6,car,budget,26772.31,7578.5,29.2,4.5,67.51
1930.1,3,3,train,comfort,67104.12,6658.83,30.2,4.3,71.23
834.5,4,5,car,balanced,55399.09,7343.57,14.4,4.5,67.86
1961.1,4,2,train,fastest,77804.61,9021.22,30.7,4.3,48.67
219.9,2,7,bike,balanced,24109.43,703.59,4.5,3.8,66.41
2150.7,6,4,train,comfort,41433.81,14839.94,33.6,4.3,65.76
1327.8,1,3,car,balanced,42593.04,2921.15,22.6,4.5,71.89
1967.0,5,3,train,budget,22938.26,11310.23,30.8,4.3,55.28
1102.0,8,2,flight,budget,49257.0,38790.2,4.6,4.7,53.8
1555.3,1,10,intercity_bus,balanced,38246.45,2255.15,31.6,4.1,67.22
1277.6,3,2,intercity_bus,fastest,38504.12,5557.45,26.1,4.1,43.53
1763.9,1,5,train,balanced,32205.25,2028.45,27.6,4.3,65.34
223.5,2,4,flight,comfort,6269.7,1966.47,2.1,4.7,93.1
173.0,2,7,train,fastest,44157.14,397.98,3.2,4.3,46.58
615.6,2,3,central_bus,balanced,30143.59,1169.71,15.9,3.5,66.06
408.1,6,4,train,balanced,5098.99,2816.03,6.8,4.3,51.81
2096.1,3,4,car,fastest,28095.78,13834.44,35.4,4.5,40.43
549.5,2,5,train,balanced,25897.12,1263.94,9.0,4.3,68.16
2342.8,4,2,train,comfort,34508.61,10776.88,36.5,4.3,65.76
828.4,6,3,train,budget,14888.9,5716.26,13.2,4.3,62.75
461.6,1,3,intercity_bus,comfort,43076.29,669.35,9.7,4.1,68.52
1901.6,8,5,train,balanced,56933.03,17494.59,29.8,4.3,59.93
1591.1,1,3,intercity_bus,budget,52263.92,2307.15,32.3,4.1,75.45
1210.7,4,4,taxi,fastest,65281.62,18403.0,20.7,4.8,46.86
1346.2,2,3,flight,comfort,38900.62,11846.66,5.3,4.7,93.43
1734.5,1,6,central_bus,fastest,43931.88,1647.78,43.9,3.5,43.26
571.4,2,7,train,budget,65780.15,1314.31,9.3,4.3,80.05
2391.3,3,4,central_bus,balanced,37077.59,6815.24,60.3,3.5,60.93
2340.3,2,3,train,budget,57619.95,5382.6,36.5,4.3,73.82
1571.3,1,3,flight,budget,37595.18,6913.6,6.0,4.7,87.84
502.9,2,2,train,fastest,36330.21,1156.71,8.2,4.3,46.4
1642.1,5,3,intercity_bus,comfort,62015.42,11905.52,33.3,4.1,63.35
201.1,2,5,intercity_bus,budget,18112.77,583.22,4.5,4.1,79.03
102.6,1,4,taxi,balanced,30393.95,390.06,2.2,4.8,71.05
640.7,2,7,train,budget,21812.92,1473.63,10.4,4.3,78.73
1126.4,1,3,central_bus,fastest,31933.25,1070.1,28.7,3.5,42.84
2087.8,4,5,train,comfort,22278.11,9603.91,32.6,4.3,66.21
1753.4,4,4,flight,balanced,48455.42,30859.68,6.5,4.7,75.73
1790.2,2,4,car,fastest,64862.81,7876.94,30.3,4.5,45.15
1038.4,2,3,intercity_bus,budget,63995.98,3011.42,21.3,4.1,79.49
849.9,4,4,intercity_bus,budget,32337.57,4929.22,17.5,4.1,71.5
909.4,2,4,car,comfort,79157.03,4001.19,15.7,4.5,72.98
2370.7,4,5,intercity_bus,fastest,49539.08,13750.23,47.9,4.1,41.02
125.1,3,7,intercity_bus,fastest,34955.02,544.01,3.0,4.1,43.22
2084.9,4,3,central_bus,comfort,67665.45,7922.49,52.6,3.5,61.82
1401.5,2,2,central_bus,balanced,59740.55,2662.78,35.5,3.5,65.69
1069.5,2,4,train,fastest,61195.65,2459.89,17.0,4.3,46.16
1748.9,6,4,taxi,comfort,19710.45,39874.02,29.6,4.8,58.83
1183.4,2,3,intercity_bus,fastest,40124.32,3431.88,24.2,4.1,42.01
2100.0,3,5,train,comfort,69637.11,7245.05,32.8,4.3,72.08
2164.7,1,10,flight,budget,42802.85,9524.52,7.7,4.7,85.35
1029.5,3,7,intercity_bus,budget,56258.96,4478.23,21.1,4.1,74.57
686.1,2,3,train,fastest,49095.03,1577.99,11.1,4.3,49.6
1433.9,1,6,central_bus,fastest,68176.76,1362.18,36.3,3.5,39.97
2192.3,1,5,taxi,budget,26342.06,8330.74,37.0,4.8,64.13
529.3,3,4,taxi,balanced,48160.65,6033.67,9.3,4.8,67.0
1506.4,4,4,car,comfort,14242.6,13256.59,25.6,4.5,61.75
1526.8,2,6,taxi,balanced,56765.81,11603.66,25.9,4.8,68.38
1767.5,1,4,train,balanced,59897.59,2032.6,27.7,4.3,71.41
341.8,3,3,intercity_bus,balanced,8212.8,1486.9,7.3,4.1,64.42
1726.5,1,4,flight,budget,55684.32,7596.62,6.4,4.7,89.71
2184.4,2,4,intercity_bus,fastest,36101.76,6334.78,44.2,4.1,45.94
455.8,1,3,central_bus,balanced,14307.27,433.06,11.9,3.5,66.27
593.0,1,7,central_bus,budget,36493.07,563.33,15.3,3.5,77.79
2332.2,1,5,intercity_bus,comfort,19567.47,3381.7,47.1,4.1,66.22
458.9,2,4,car,fastest,36166.96,2019.23,8.1,4.5,46.33
2054.9,1,2,intercity_bus,comfort,33825.43,2979.59,41.6,4.1,70.14
1196.7,2,4,intercity_bus,balanced,60379.37,3470.43,24.4,4.1,68.38
615.9,2,2,bike,fastest,63066.17,1971.0,11.7,3.8,46.89
2093.7,2,2,intercity_bus,balanced,50527.15,6071.66,42.4,4.1,65.76
1085.4,2,4,train,fastest,6701.51,2496.36,17.2,4.3,42.75
1250.1,4,4,intercity_bus,balanced,74826.67,7250.68,25.5,4.1,65.32
881.4,1,4,flight,comfort,56467.5,3878.09,4.0,4.7,94.92
1435.3,2,2,flight,comfort,7564.66,12630.58,5.6,4.7,79.86
417.6,1,4,flight,balanced,66412.47,1837.23,2.7,4.7,94.47
956.9,1,3,flight,fastest,20019.96,4210.2,4.2,4.7,97.1
2327.5,2,10,train,comfort,48441.59,5353.27,36.3,4.3,69.37
641.8,2,4,taxi,fastest,39997.58,4877.5,11.2,4.8,46.87
1586.5,5,5,taxi,fastest,36487.91,30142.85,26.9,4.8,40.07
800.7,2,3,train,comfort,71728.53,1841.61,12.8,4.3,70.58
1863.1,6,2,train,budget,37802.1,12855.61,29.2,4.3,65.49
340.2,1,10,bike,budget,10650.81,544.27,6.7,3.8,74.51
2328.5,1,3,taxi,fastest,75997.9,8848.21,39.3,4.8,47.11
1105.5,1,4,taxi,comfort,74040.14,4200.83,18.9,4.8,75.5
589.4,1,4,taxi,budget,56332.45,2239.87,10.3,4.8,78.96
204.2,2,2,intercity_bus,balanced,40091.94,592.14,4.6,4.1,67.12
432.3,3,6,central_bus,fastest,11964.46,1232.13,11.3,3.5,42.13
1261.9,1,4,intercity_bus,budget,64306.11,1829.7,25.7,4.1,78.75
828.7,6,3,train,comfort,10660.84,5718.01,13.2,4.3,62.78
1994.5,4,2,flight,comfort,10145.07,35102.38,7.2,4.7,81.86
1051.2,2,3,intercity_bus,fastest,45303.79,3048.49,21.5,4.1,44.66
619.5,1,6,central_bus,comfort,17009.62,588.48,16.0,3.5,60.42
1492.6,1,5,intercity_bus,balanced,5579.77,2164.32,30.4,4.1,54.73
1705.1,1,3,intercity_bus,balanced,36733.51,2472.34,34.6,4.1,68.94
425.9,1,2,train,budget,15291.29,489.77,7.1,4.3,79.18
427.3,2,5,train,comfort,17038.66,982.69,7.1,4.3,70.13
116.9,1,4,train,balanced,10768.3,134.45,2.3,4.3,69.75
1775.3,2,4,train,fastest,20382.03,4083.13,27.8,4.3,44.97
1603.2,8,3,bike,comfort,58661.31,20521.17,29.6,3.8,60.71
1154.9,3,3,train,budget,65669.55,3984.32,18.3,4.3,76.01
2030.7,6,5,train,fastest,38940.02,14011.72,31.7,4.3,41.53
1939.4,1,10,central_bus,fastest,42991.54,1842.47,49.0,3.5,43.14
1417.3,2,3,central_bus,fastest,7449.13,2692.85,35.9,3.5,39.7
2087.8,2,4,train,balanced,10198.72,4801.95,32.6,4.3,53.08
517.8,1,4,flight,fastest,24317.58,2278.51,3.0,4.7,96.67
295.2,1,4,flight,balanced,45792.38,1299.1,2.3,4.7,94.75
669.3,3,3,train,fastest,60466.34,2309.11,10.8,4.3,46.97
165.3,3,6,train,balanced,50375.23,570.27,3.0,4.3,70.56
1288.9,2,4,car,comfort,34409.59,5671.04,22.0,4.5,70.17
2249.8,2,4,taxi,balanced,13874.31,17098.14,38.0,4.8,40.55
123.2,2,3,central_bus,balanced,63557.99,234.16,3.6,3.5,66.14
319.4,1,3,train,comfort,32283.95,367.31,5.4,4.3,70.46
1101.7,2,2,intercity_bus,fastest,60204.05,3194.96,22.5,4.1,43.1
2243.3,1,5,central_bus,comfort,43473.41,2131.12,56.6,3.5,63.69
779.3,1,3,train,fastest,60399.65,896.18,12.5,4.3,45.12
1232.1,6,5,intercity_bus,balanced,73046.72,10719.67,25.1,4.1,63.31
128.5,2,3,central_bus,fastest,74077.21,244.2,3.7,3.5,43.99
381.6,3,4,train,balanced,45133.01,1316.43,6.4,4.3,70.82
2368.3,2,4,flight,fastest,43363.13,20841.16,8.3,4.7,92.88
2317.3,2,3,taxi,balanced,24925.88,17611.72,39.1,4.8,51.01
41.7,1,2,train,balanced,75184.99,47.96,1.1,4.3,71.82
2285.8,1,3,taxi,budget,39343.94,8686.02,38.6,4.8,68.93
1544.7,1,5,train,fastest,14569.34,1776.42,24.3,4.3,46.1
2087.0,4,5,taxi,fastest,37452.87,31721.89,35.3,4.8,37.71
1107.7,3,3,train,budget,14528.99,3821.68,17.5,4.3,69.05
1252.0,2,4,train,balanced,42689.88,2879.51,19.8,4.3,69.97
1188.6,2,3,central_bus,balanced,47095.66,2258.28,30.2,3.5,66.94
1610.5,6,3,intercity_bus,budget,30331.68,14011.07,32.7,4.1,57.78
361.0,1,2,car,budget,10373.8,794.14,6.5,4.5,75.98
101.0,2,6,intercity_bus,comfort,75762.77,293.01,2.5,4.1,67.5
759.8,2,3,train,balanced,63001.48,1747.53,12.2,4.3,70.42
1700.1,4,3,intercity_bus,comfort,67916.08,9860.54,34.5,4.1,65.48
508.4,8,3,intercity_bus,fastest,32515.13,5897.36,10.7,4.1,43.21
1626.0,1,2,train,comfort,62062.33,1869.94,25.5,4.3,73.09
2328.7,5,4,central_bus,budget,41402.97,11061.28,58.7,3.5,63.68
252.5,4,2,flight,budget,20081.26,4444.79,2.2,4.7,86.56
1624.1,1,2,taxi,budget,14331.75,6171.45,27.6,4.8,59.36
1081.7,2,4,bike,budget,30878.82,3461.4,20.2,3.8,74.34
2087.5,2,3,train,comfort,15316.41,4801.24,32.6,4.3,66.14
449.8,8,5,flight,comfort,79870.17,15834.54,2.8,4.7,89.53
1671.5,1,4,intercity_bus,comfort,8689.17,2423.71,33.9,4.1,65.49
2016.3,4,3,central_bus,budget,38085.77,7662.07,50.9,3.5,68.71
2268.7,2,5,intercity_bus,budget,38907.01,6579.33,45.9,4.1,71.27
1649.3,3,2,bike,balanced,27547.39,7916.63,30.5,3.8,58.1
1208.3,2,4,flight,balanced,47851.37,10633.08,5.0,4.7,87.62
1494.3,2,4,car,budget,16248.28,6574.91,25.4,4.5,60.94
2089.3,4,3,taxi,balanced,63793.43,31757.43,35.3,4.8,55.33
1382.3,4,4,car,fastest,29933.58,12164.64,23.5,4.5,43.03
102.0,4,6,flight,fastest,49350.69,1795.51,1.8,4.7,99.77
2236.3,1,10,intercity_bus,budget,58672.94,3242.71,45.2,4.1,74.87
1664.2,3,4,train,comfort,71678.16,5741.42,26.1,4.3,73.3
1633.3,1,4,intercity_bus,fastest,67684.06,2368.34,33.2,4.1,44.47
541.2,2,3,train,fastest,50623.18,1244.65,8.8,4.3,44.74
1591.6,2,3,intercity_bus,comfort,34129.49,4615.52,32.3,4.1,66.67
963.5,2,4,intercity_bus,balanced,42740.35,2794.03,19.8,4.1,68.74
1573.4,2,3,intercity_bus,comfort,62655.11,4562.92,32.0,4.1,67.33
282.6,8,7,bike,balanced,70815.92,3617.61,5.6,3.8,65.11
1589.1,1,3,car,balanced,12783.64,3496.01,27.0,4.5,61.83
2398.6,3,3,train,comfort,33864.22,8275.21,37.4,4.3,66.89
144.3,2,3,intercity_bus,balanced,63208.74,418.36,3.4,4.1,70.09
